x,y,domain,emotion
-15.534713745117188,-6.983456134796143,source,neutral
17.9199275970459,24.531713485717773,source,neutral
3.6772260665893555,15.338476181030273,source,neutral
-21.222198486328125,-7.273238658905029,source,neutral
-12.261632919311523,8.44786262512207,source,neutral
2.7968900203704834,26.99761390686035,source,neutral
-27.28791046142578,-1.870349407196045,source,neutral
-15.733226776123047,34.50246810913086,source,neutral
-3.00390887260437,35.820796966552734,source,sad
65.7773208618164,5.517747402191162,source,sad
61.810813903808594,6.3993024826049805,source,neutral
62.044437408447266,6.02065896987915,source,neutral
-16.270214080810547,39.1900520324707,source,sad
-21.81982421875,36.07889175415039,source,sad
-21.63146209716797,36.837852478027344,source,sad
-21.54110336303711,36.99496841430664,source,neutral
-17.1367244720459,46.19511413574219,source,sad
-34.3008918762207,4.105801105499268,source,sad
66.42530059814453,8.28315544128418,source,sad
58.82456588745117,5.549795627593994,source,sad
60.110713958740234,6.250205039978027,source,sad
-22.413745880126953,35.07176208496094,source,neutral
-16.31005859375,44.96697998046875,source,sad
-21.778114318847656,35.90166473388672,source,neutral
63.74870300292969,6.527868270874023,source,neutral
-19.20880126953125,35.617897033691406,source,sad
57.36231231689453,6.232555866241455,source,sad
-15.970003128051758,41.890926361083984,source,sad
-25.128293991088867,31.4532470703125,source,sad
-16.601625442504883,46.580322265625,source,neutral
1.5680822134017944,33.68450927734375,source,sad
-15.32784366607666,42.713531494140625,source,neutral
60.91014099121094,6.605515956878662,source,neutral
-15.942797660827637,34.716529846191406,source,sad
64.18991088867188,4.360962867736816,source,neutral
67.24491882324219,8.99315357208252,source,neutral
63.53857421875,5.032083988189697,source,neutral
52.10905456542969,-4.90137243270874,source,sad
-5.380609512329102,38.814876556396484,source,neutral
64.7889404296875,3.660806179046631,source,neutral
69.18340301513672,8.589078903198242,source,neutral
3.2017123699188232,33.42569351196289,source,neutral
59.497901916503906,6.392330169677734,source,neutral
8.138107299804688,29.50678253173828,source,neutral
63.868438720703125,5.243844509124756,source,neutral
53.561763763427734,-4.402473449707031,source,neutral
-1.9456321001052856,33.973968505859375,source,neutral
47.406124114990234,-8.188265800476074,source,sad
-36.43184280395508,-11.592658042907715,source,happy
-0.7795540690422058,0.6011435389518738,source,happy
8.675521850585938,12.803938865661621,source,happy
1.291279673576355,-0.5364847779273987,source,happy
8.474091529846191,12.997750282287598,source,happy
-36.551876068115234,-11.615227699279785,source,happy
-37.03749465942383,-9.348748207092285,source,happy
-35.7022590637207,-8.398945808410645,source,happy
-5.6469621658325195,23.884965896606445,source,happy
-20.298019409179688,-3.732985019683838,source,happy
-20.494293212890625,-3.642578363418579,source,happy
-37.03913497924805,-10.840012550354004,source,happy
-35.7188835144043,-8.896547317504883,source,happy
-36.949039459228516,-9.267086029052734,source,happy
-3.37557053565979,10.16431713104248,source,happy
-32.27226257324219,5.902292251586914,source,happy
7.17724609375,19.526132583618164,source,happy
-8.295272827148438,0.033783551305532455,source,happy
-1.7468111515045166,3.1981759071350098,source,happy
-22.163978576660156,-7.499380111694336,source,happy
-34.52853775024414,-9.441290855407715,source,happy
-6.023402690887451,-1.4408457279205322,source,happy
-5.731809139251709,5.266212463378906,source,happy
-31.91111946105957,-30.34926414489746,source,happy
16.116470336914062,10.784582138061523,source,happy
-13.916167259216309,2.0889062881469727,source,happy
20.55841064453125,27.841127395629883,source,happy
11.994612693786621,30.587665557861328,source,happy
-6.767303466796875,12.281024932861328,source,neutral
17.150949478149414,13.150178909301758,source,neutral
-9.023725509643555,1.3567252159118652,source,happy
-34.72330856323242,-9.632468223571777,source,happy
-9.779329299926758,23.34356117248535,source,happy
66.54257202148438,8.921663284301758,source,happy
-7.534046173095703,12.171375274658203,source,neutral
